1,1,a,1,1,ア,表層的,1
1,1,a,1,1,イ,本質的,0
1,1,a,1,1,ウ,感情的,0
1,1,a,1,1,エ,外交的,0
1,1,a,1,1,オ,仮想的,0
1,1,a,2,2,ア,表層的,0
1,1,a,2,2,イ,本質的,1
1,1,a,2,2,ウ,感情的,0
1,1,a,2,2,エ,外交的,0
1,1,a,2,2,オ,仮想的,0
2,1,b,3,1,ア,聴覚空間,0
2,1,b,3,1,イ,表層的,0
2,1,b,3,1,ウ,本質的,0
2,1,b,3,1,エ,実時間の相互作用性,1
2,1,b,3,1,オ,非匿名性,0
2,1,b,4,2,ア,聴覚空間,1
2,1,b,4,2,イ,表層的,0
2,1,b,4,2,ウ,本質的,0
2,1,b,4,2,エ,実時間の相互作用性,0
2,1,b,4,2,オ,非匿名性,0
3,1,c,5,1,ア,脊髄刺激,0
3,1,c,5,1,イ,文字,0
3,1,c,5,1,ウ,ディスプレイ,1
3,1,c,5,1,エ,データグローブ,0
3,1,c,5,1,オ,会話,0
3,1,c,6,2,ア,エラー処理,0
3,1,c,6,2,イ,電気刺激,0
3,1,c,6,2,ウ,シミュレーション,1
3,1,c,6,2,エ,ゲーム,0
3,1,c,6,2,オ,ライフサイクル,0
4,1,d,7,1,ア,ア,1
4,1,d,7,1,イ,イ,0
4,1,d,7,1,ウ,ウ,0
4,1,d,7,1,エ,エ,0
4,1,d,7,1,オ,オ,0
5,2,a,8,1,ア,Augmented,0
5,2,a,8,1,イ,Hyper,0
5,2,a,8,1,ウ,Virtual,0
5,2,a,8,1,エ,Immersive,0
5,2,a,8,1,オ,Ultimate,1
5,2,a,9,2,ア,光学式,1
5,2,a,9,2,イ,ビデオ,0
5,2,a,9,2,ウ,機械式,0
5,2,a,9,2,エ,ミラー,0
5,2,a,9,2,オ,CRT式,0
6,2,b,10,1,ア,TELESAR,1
6,2,b,10,1,イ,SENSORAMA,0
6,2,b,10,1,ウ,マスター,0
6,2,b,10,1,エ,スレーブ,0
6,2,b,10,1,オ,小型,0
6,2,b,11,2,ア,TELESAR,0
6,2,b,11,2,イ,SENSORAMA,0
6,2,b,11,2,ウ,マスター,0
6,2,b,11,2,エ,スレーブ,1
6,2,b,11,2,オ,小型,0
6,2,b,12,3,ア,TELESAR,0
6,2,b,12,3,イ,SENSORAMA,0
6,2,b,12,3,ウ,マスター,1
6,2,b,12,3,エ,スレーブ,0
6,2,b,12,3,オ,小型,0
7,2,c,13,1,ア,ストリング(string)型,0
7,2,c,13,1,イ,マスターアーム(master_arm)型,1
7,2,c,13,1,ウ,エグゾスケルトン(exoskeleton)型,0
7,2,c,13,1,エ,マウス(mouse)型,0
7,2,c,13,1,オ,ペン(pen)型,0
8,2,d,14,1,ア,ClearBoard,0
8,2,d,14,1,イ,Media_Room,1
8,2,d,14,1,ウ,Second_Life,0
8,2,d,14,1,エ,t-Room,0
8,2,d,14,1,オ,Immersive_Display,0
9,3,a,15,1,ア,ア,0
9,3,a,15,1,イ,イ,0
9,3,a,15,1,ウ,ウ,1
9,3,a,15,1,エ,エ,0
9,3,a,15,1,オ,オ,0
10,3,b,16,1,ア,ア,0
10,3,b,16,1,イ,イ,0
10,3,b,16,1,ウ,ウ,1
10,3,b,16,1,エ,エ,0
10,3,b,16,1,オ,オ,0
11,3,c,17,1,ア,ア,0
11,3,c,17,1,イ,イ,1
11,3,c,17,1,ウ,ウ,0
11,3,c,17,1,エ,エ,0
11,3,c,17,1,オ,オ,0
12,3,d,18,1,ア,対面的,0
12,3,d,18,1,イ,包含的,1
12,3,d,18,1,ウ,複合的,0
12,3,d,18,1,エ,身体運動,0
12,3,d,18,1,オ,情報世界,0
12,3,d,19,2,ア,対面的,0
12,3,d,19,2,イ,包含的,0
12,3,d,19,2,ウ,複合的,0
12,3,d,19,2,エ,身体運動,1
12,3,d,19,2,オ,情報世界,0
13,3,e,20,1,ア,ア,0
13,3,e,20,1,イ,イ,1
13,3,e,20,1,ウ,ウ,0
13,3,e,20,1,エ,エ,0
13,3,e,20,1,オ,オ,0
14,4,a,21,1,ア,中脳,0
14,4,a,21,1,イ,間脳,1
14,4,a,21,1,ウ,脳幹,0
14,4,a,21,1,エ,小脳,0
14,4,a,21,1,オ,角回,0
14,4,a,22,2,ア,大脳基底核,1
14,4,a,22,2,イ,視床下部,0
14,4,a,22,2,ウ,帯状回,0
14,4,a,22,2,エ,小脳,0
14,4,a,22,2,オ,辺縁系,0
14,4,a,23,3,ア,中心溝,0
14,4,a,23,3,イ,辺縁系,1
14,4,a,23,3,ウ,中脳,0
14,4,a,23,3,エ,海馬,0
14,4,a,23,3,オ,大脳基底核,0
15,4,b,24,1,ア,ア,0
15,4,b,24,1,イ,イ,0
15,4,b,24,1,ウ,ウ,1
15,4,b,24,1,エ,エ,0
15,4,b,24,1,オ,オ,0
16,5,a,25,1,ア,ア,0
16,5,a,25,1,イ,イ,0
16,5,a,25,1,ウ,ウ,0
16,5,a,25,1,エ,エ,1
16,5,a,25,1,オ,オ,0
17,5,b,26,1,ア,ア,1
17,5,b,26,1,イ,イ,0
17,5,b,26,1,ウ,ウ,0
17,5,b,26,1,エ,エ,0
17,5,b,26,1,オ,オ,0
18,5,c,27,1,ア,即順応,0
18,5,c,27,1,イ,遅順応,0
18,5,c,27,1,ウ,速適応,0
18,5,c,27,1,エ,遅適応,0
18,5,c,27,1,オ,速順応,1
18,5,c,28,2,ア,即順応,0
18,5,c,28,2,イ,遅順応,1
18,5,c,28,2,ウ,速適応,0
18,5,c,28,2,エ,遅適応,0
18,5,c,28,2,オ,速順応,0
18,5,c,29,3,ア,はっきりしている,0
18,5,c,29,3,イ,不鮮明となっている,1
18,5,c,29,3,ウ,さらにはっきりしている,0
18,5,c,29,3,エ,不鮮明なものがやや多い,0
18,5,c,29,3,オ,はっきりとしたものと不鮮明なものとが半々である,0
19,5,d,30,1,ア,広く,1
19,5,d,30,1,イ,狭く,0
19,5,d,30,1,ウ,長く,0
19,5,d,30,1,エ,短く,0
19,5,d,30,1,オ,冗長に,0
19,5,d,31,2,ア,広く,0
19,5,d,31,2,イ,狭く,1
19,5,d,31,2,ウ,長く,0
19,5,d,31,2,エ,短く,0
19,5,d,31,2,オ,冗長に,0
20,6,a,32,1,ア,ア,0
20,6,a,32,1,イ,イ,0
20,6,a,32,1,ウ,ウ,0
20,6,a,32,1,エ,エ,0
